model,folder,instance_id,k,reached,resolved,n_assistant_prefix,n_calls_prefix,n_repo_edits_prefix,n_edit_files_prefix,edit_churn_prefix,call_unique_ratio_prefix,n_read_prefix,n_edit_prefix,n_search_prefix,n_test_prefix,n_git_prefix,n_install_prefix,n_other_prefix
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-10914,50,0,True,14,17,3,3,0.0,0.9411764705882353,2,4,1,9,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-10914,75,0,True,14,17,3,3,0.0,0.9411764705882353,2,4,1,9,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-10973,5,1,True,5,8,1,1,0.0,1.0,0,1,2,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-10973,10,1,True,10,15,3,2,0.3333333333333333,0.9333333333333333,0,3,2,10,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-10973,20,0,True,16,22,3,2,0.3333333333333333,0.9090909090909091,2,4,2,14,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-10973,30,0,True,16,22,3,2,0.3333333333333333,0.9090909090909091,2,4,2,14,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-10973,50,0,True,16,22,3,2,0.3333333333333333,0.9090909090909091,2,4,2,14,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-10973,75,0,True,16,22,3,2,0.3333333333333333,0.9090909090909091,2,4,2,14,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-10999,5,1,False,5,6,1,1,0.0,1.0,0,1,1,4,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-10999,10,1,False,10,11,1,1,0.0,1.0,0,1,1,7,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-10999,20,0,False,16,17,1,1,0.0,1.0,2,2,1,9,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-10999,30,0,False,16,17,1,1,0.0,1.0,2,2,1,9,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-10999,50,0,False,16,17,1,1,0.0,1.0,2,2,1,9,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-10999,75,0,False,16,17,1,1,0.0,1.0,2,2,1,9,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11066,5,1,True,5,6,1,1,0.0,1.0,0,1,0,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11066,10,1,True,10,11,1,1,0.0,1.0,1,2,0,6,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11066,20,0,True,11,12,1,1,0.0,1.0,2,2,0,6,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11066,30,0,True,11,12,1,1,0.0,1.0,2,2,0,6,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11066,50,0,True,11,12,1,1,0.0,1.0,2,2,0,6,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11066,75,0,True,11,12,1,1,0.0,1.0,2,2,0,6,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11087,5,1,False,5,5,0,0,0.0,1.0,0,0,0,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11087,10,1,False,10,10,0,0,0.0,1.0,0,1,0,9,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11087,20,1,False,20,20,0,0,0.0,0.95,0,3,2,15,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11087,30,1,False,30,30,0,0,0.0,0.9666666666666667,0,4,2,22,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11087,50,0,False,44,44,0,0,0.0,0.9772727272727273,2,10,2,28,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11087,75,0,False,44,44,0,0,0.0,0.9772727272727273,2,10,2,28,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11095,5,1,True,5,7,0,0,0.0,1.0,0,0,1,6,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11095,10,1,True,10,12,0,0,0.0,1.0,0,2,1,8,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11095,20,0,True,16,18,0,0,0.0,1.0,2,3,1,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11095,30,0,True,16,18,0,0,0.0,1.0,2,3,1,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11095,50,0,True,16,18,0,0,0.0,1.0,2,3,1,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11095,75,0,True,16,18,0,0,0.0,1.0,2,3,1,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11099,5,1,True,5,6,1,1,0.0,1.0,0,1,0,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11099,10,1,True,10,11,1,1,0.0,0.9090909090909091,2,2,0,7,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11099,20,0,True,10,11,1,1,0.0,0.9090909090909091,2,2,0,7,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11099,30,0,True,10,11,1,1,0.0,0.9090909090909091,2,2,0,7,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11099,50,0,True,10,11,1,1,0.0,0.9090909090909091,2,2,0,7,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11099,75,0,True,10,11,1,1,0.0,0.9090909090909091,2,2,0,7,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11119,5,1,True,5,6,1,1,0.0,1.0,0,1,0,4,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11119,10,1,True,10,11,4,4,0.0,1.0,0,4,0,6,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11119,20,0,True,18,19,4,4,0.0,1.0,2,5,0,9,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11119,30,0,True,18,19,4,4,0.0,1.0,2,5,0,9,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11119,50,0,True,18,19,4,4,0.0,1.0,2,5,0,9,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11119,75,0,True,18,19,4,4,0.0,1.0,2,5,0,9,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11133,5,1,True,5,7,0,0,0.0,1.0,0,0,1,5,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11133,10,1,True,10,12,1,1,0.0,0.9166666666666666,0,1,1,9,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11133,20,1,True,20,22,2,1,0.5,0.9545454545454546,0,2,1,17,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11133,30,0,True,24,26,2,1,0.5,0.9615384615384616,2,3,1,17,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11133,50,0,True,24,26,2,1,0.5,0.9615384615384616,2,3,1,17,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11133,75,0,True,24,26,2,1,0.5,0.9615384615384616,2,3,1,17,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11138,5,1,True,5,9,0,0,0.0,1.0,0,0,1,8,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11138,10,1,True,10,18,0,0,0.0,1.0,0,0,2,16,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11138,20,1,True,20,31,0,0,0.0,1.0,0,2,3,26,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11138,30,1,True,30,49,1,1,0.0,0.9183673469387755,0,5,3,40,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11138,50,1,True,50,74,1,1,0.0,0.9324324324324325,0,7,5,60,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11138,75,0,True,70,94,1,1,0.0,0.9361702127659575,2,9,6,71,4,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11141,5,1,False,5,7,0,0,0.0,1.0,0,1,1,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11141,10,1,False,10,12,1,1,0.0,1.0,0,4,1,7,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11141,20,1,False,20,22,1,1,0.0,1.0,0,6,3,10,0,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11141,30,0,False,29,31,1,1,0.0,1.0,2,9,5,11,1,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11141,50,0,False,29,31,1,1,0.0,1.0,2,9,5,11,1,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11141,75,0,False,29,31,1,1,0.0,1.0,2,9,5,11,1,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11149,5,1,True,5,7,1,1,0.0,1.0,0,1,1,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11149,10,1,True,10,12,2,1,0.5,1.0,0,2,1,7,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11149,20,1,True,20,22,2,1,0.5,0.9545454545454546,0,3,1,16,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11149,30,0,True,29,31,3,2,0.3333333333333333,0.967741935483871,3,5,1,20,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11149,50,0,True,29,31,3,2,0.3333333333333333,0.967741935483871,3,5,1,20,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11149,75,0,True,29,31,3,2,0.3333333333333333,0.967741935483871,3,5,1,20,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11163,5,1,True,5,5,2,1,0.5,1.0,0,2,0,3,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11163,10,1,True,10,10,3,2,0.3333333333333333,1.0,0,3,0,6,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11163,20,1,True,20,20,5,3,0.4,1.0,1,6,0,10,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11163,30,0,True,24,24,5,3,0.4,0.9166666666666666,3,7,0,11,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11163,50,0,True,24,24,5,3,0.4,0.9166666666666666,3,7,0,11,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11163,75,0,True,24,24,5,3,0.4,0.9166666666666666,3,7,0,11,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11179,5,1,True,5,6,1,1,0.0,1.0,0,1,1,2,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11179,10,1,True,10,11,2,2,0.0,1.0,0,2,1,6,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11179,20,0,True,17,18,2,2,0.0,1.0,2,3,2,9,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11179,30,0,True,17,18,2,2,0.0,1.0,2,3,2,9,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11179,50,0,True,17,18,2,2,0.0,1.0,2,3,2,9,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11179,75,0,True,17,18,2,2,0.0,1.0,2,3,2,9,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11206,5,1,True,5,6,1,1,0.0,1.0,0,1,0,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11206,10,1,True,10,11,3,3,0.0,1.0,0,3,0,8,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11206,20,1,True,20,21,4,4,0.0,1.0,0,4,0,13,2,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11206,30,0,True,23,24,4,4,0.0,1.0,2,5,0,13,2,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11206,50,0,True,23,24,4,4,0.0,1.0,2,5,0,13,2,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11206,75,0,True,23,24,4,4,0.0,1.0,2,5,0,13,2,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11211,5,1,True,5,9,0,0,0.0,1.0,0,0,1,8,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11211,10,1,True,10,14,1,1,0.0,1.0,0,1,1,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11211,20,1,True,20,24,1,1,0.0,1.0,0,1,2,19,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11211,30,1,True,30,34,3,2,0.3333333333333333,0.9411764705882353,0,3,2,26,0,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11211,50,0,True,36,40,4,3,0.25,0.95,2,5,2,28,0,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11211,75,0,True,36,40,4,3,0.25,0.95,2,5,2,28,0,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11239,5,1,True,5,9,0,0,0.0,1.0,0,0,3,5,0,0,1
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11239,10,1,True,10,16,2,2,0.0,1.0,0,2,4,9,0,0,1
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11239,20,0,True,19,25,2,2,0.0,0.96,2,3,4,13,0,2,1
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11239,30,0,True,19,25,2,2,0.0,0.96,2,3,4,13,0,2,1
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11239,50,0,True,19,25,2,2,0.0,0.96,2,3,4,13,0,2,1
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11239,75,0,True,19,25,2,2,0.0,0.96,2,3,4,13,0,2,1
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11265,5,1,False,5,9,0,0,0.0,1.0,0,0,1,8,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11265,10,1,False,10,15,1,1,0.0,1.0,0,1,1,11,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11265,20,1,False,20,26,3,3,0.0,1.0,0,3,2,18,0,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11265,30,1,False,30,38,5,4,0.2,1.0,0,5,3,27,0,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11265,50,1,False,50,62,10,7,0.3,0.9838709677419355,0,10,4,44,1,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11265,75,1,False,75,92,15,11,0.26666666666666666,0.9456521739130435,0,15,4,66,4,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11276,5,1,True,5,6,0,0,0.0,1.0,0,1,0,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11276,10,1,True,10,11,0,0,0.0,0.9090909090909091,0,2,0,9,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11276,20,1,True,20,21,0,0,0.0,0.9523809523809523,0,3,0,14,1,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11276,30,0,True,22,23,0,0,0.0,0.9565217391304348,2,3,0,14,1,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11276,50,0,True,22,23,0,0,0.0,0.9565217391304348,2,3,0,14,1,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11276,75,0,True,22,23,0,0,0.0,0.9565217391304348,2,3,0,14,1,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11292,5,1,True,5,7,0,0,0.0,1.0,0,0,1,6,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11292,10,1,True,10,14,0,0,0.0,0.9285714285714286,0,1,1,12,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11292,20,1,True,20,24,0,0,0.0,0.9583333333333334,0,1,1,20,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11292,30,1,True,30,34,0,0,0.0,0.9411764705882353,0,2,1,29,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11292,50,0,True,38,42,0,0,0.0,0.9523809523809523,2,3,1,33,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11292,75,0,True,38,42,0,0,0.0,0.9523809523809523,2,3,1,33,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11299,5,1,True,5,10,0,0,0.0,1.0,0,0,0,10,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11299,10,1,True,10,15,2,2,0.0,1.0,0,2,0,11,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11299,20,1,True,20,25,4,4,0.0,0.96,0,4,0,19,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11299,30,0,True,26,31,4,4,0.0,0.967741935483871,2,5,0,21,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11299,50,0,True,26,31,4,4,0.0,0.967741935483871,2,5,0,21,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11299,75,0,True,26,31,4,4,0.0,0.967741935483871,2,5,0,21,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11333,5,1,True,5,7,0,0,0.0,1.0,0,1,1,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11333,10,1,True,10,12,0,0,0.0,0.9166666666666666,0,3,2,7,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11333,20,1,True,20,22,0,0,0.0,0.9090909090909091,0,5,2,12,0,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11333,30,0,True,25,28,0,0,0.0,0.9285714285714286,2,6,2,14,1,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11333,50,0,True,25,28,0,0,0.0,0.9285714285714286,2,6,2,14,1,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11333,75,0,True,25,28,0,0,0.0,0.9285714285714286,2,6,2,14,1,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11400,5,1,False,5,9,0,0,0.0,1.0,0,0,0,9,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11400,10,1,False,10,15,0,0,0.0,1.0,0,0,0,14,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11400,20,1,False,20,28,2,2,0.0,1.0,1,3,0,20,0,4,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11400,30,0,False,21,29,2,2,0.0,1.0,2,3,0,20,0,4,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11400,50,0,False,21,29,2,2,0.0,1.0,2,3,0,20,0,4,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11400,75,0,False,21,29,2,2,0.0,1.0,2,3,0,20,0,4,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11433,5,1,True,5,8,0,0,0.0,1.0,0,0,3,3,2,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11433,10,1,True,10,15,0,0,0.0,1.0,0,0,4,9,2,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11433,20,1,True,20,25,3,3,0.0,0.96,0,3,4,14,2,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11433,30,0,True,29,34,3,3,0.0,0.9411764705882353,2,4,4,18,3,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11433,50,0,True,29,34,3,3,0.0,0.9411764705882353,2,4,4,18,3,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11433,75,0,True,29,34,3,3,0.0,0.9411764705882353,2,4,4,18,3,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11451,5,1,True,5,6,1,1,0.0,1.0,0,1,1,2,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11451,10,1,True,10,11,2,2,0.0,1.0,0,3,1,5,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11451,20,0,True,16,17,2,2,0.0,1.0,2,4,1,8,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11451,30,0,True,16,17,2,2,0.0,1.0,2,4,1,8,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11451,50,0,True,16,17,2,2,0.0,1.0,2,4,1,8,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11451,75,0,True,16,17,2,2,0.0,1.0,2,4,1,8,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11477,5,1,False,5,6,0,0,0.0,1.0,0,0,1,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11477,10,1,False,10,13,1,1,0.0,1.0,0,1,1,7,3,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11477,20,1,False,20,23,3,3,0.0,0.9130434782608695,0,4,1,12,3,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11477,30,0,False,29,32,3,3,0.0,0.9375,2,5,1,18,3,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11477,50,0,False,29,32,3,3,0.0,0.9375,2,5,1,18,3,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11477,75,0,False,29,32,3,3,0.0,0.9375,2,5,1,18,3,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11490,5,1,True,5,7,0,0,0.0,1.0,0,0,1,6,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11490,10,1,True,10,13,1,1,0.0,1.0,0,1,1,11,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11490,20,1,True,20,23,4,4,0.0,1.0,0,4,1,16,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11490,30,1,True,30,33,8,7,0.125,0.9696969696969697,0,8,1,22,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11490,50,0,True,48,51,8,7,0.125,0.9215686274509803,2,10,1,36,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11490,75,0,True,48,51,8,7,0.125,0.9215686274509803,2,10,1,36,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11532,5,1,True,5,8,0,0,0.0,1.0,0,1,1,6,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11532,10,1,True,10,13,2,1,0.5,0.9230769230769231,0,3,1,9,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11532,20,1,True,20,23,3,2,0.3333333333333333,0.9130434782608695,0,4,1,17,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11532,30,1,True,30,34,3,2,0.3333333333333333,0.7941176470588235,0,7,1,25,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11532,50,0,True,32,36,3,2,0.3333333333333333,0.8055555555555556,2,7,1,25,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-11532,75,0,True,32,36,3,2,0.3333333333333333,0.8055555555555556,2,7,1,25,0,1,0
